CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Oeste;28044021;EEI;TREBOL;Calle Fray Luis De León, 6 ;San Lorenzo de El Escorial;-;28200;918902959;-;Público;
Madrid-Sur;28057465;EEI;TREBOL;Calle Asturias, 89 ;Pinto;-;28320;916920401;916920401;Público;
Madrid-Sur;28066016;EEI;TREBOLE;Calle Salvador Gramaje, 91 ;Navalcarnero;-;28600;918101516;918101528;Público;
Madrid-Sur;28048592;EEI;TRIANGULO;Calle Córdoba, 15 ;Pinto;-;28320;916914034;916916559;Público;
Madrid-Norte;28058196;EEI;TRINIDAD RUIZ;Calle Maestro Fernando Alegría, 2 ;San Agustín del Guadalix;-;28750;918418628;918418628;Público;
Madrid-Sur;28047708;EEI;TRIS-TRAS;Camino De La Cantueña, S/n ;Parla;-;28982;916051932;916051932;Público;
Madrid-Norte;28049021;EEI;VALDELAPARRA;Avenida De Camilo José Cela, 26 ;Alcobendas;-;28100;912290820;918280069;Público;
Madrid-Oeste;28049201;EEI;VALLE DE LUZ;Calle Las Dálias, 3 ;Molinos, Los;-;28460;918553537;918553537;Público;
Madrid-Sur;28044343;EEI;VALLE DE ORDESA;Calle Argentina, 9 ;Fuenlabrada;-;28944;916972494;916972494;Público;
Madrid-Sur;28072302;EEI;VICTORIA KAMHI;Avenida Memorial De La Paz De Hirosima, S/n ;Aranjuez;-;28300;918928876;-;Público;
Madrid-Sur;28043971;EEI;VIRGEN DE LA ASUNCION;Plaza Virgen Asunción, S/n ;Pinto;-;28320;912483803;912483713;Público;
Madrid-Oeste;28064101;EEI;VIRGEN DEL SOTO;Calle San Juan De La Cruz, 6 ;Villanueva del Pardillo;-;28229;918150425;918150425;Público;
Madrid-Sur;28049079;EEI;ZARABANDA;Calle Ataúlfo Argenta, 2 ;Parla;-;28981;916998632;916998632;Público;
Madrid-Este;28056242;ZNAS.CN.;ESTE-1, VILLAREJO DE SALVANES;Calle De San José, 2 ;Villarejo de Salvanés;-;28590;918745068;-;Público;
Madrid-Este;28062680;ZNAS.CN.;ESTE-10, TIELMES;Calle De La Perdiz, 6 ;Tielmes;-;28550;918746117;-;Público;
Madrid-Este;28068797;ZNAS.CN.;ESTE-11, CAMPO REAL;Calle Peaje, 4 ;Campo Real;-;28510;918733548;-;Público;
Madrid-Este;28056254;ZNAS.CN.;ESTE-2, SAN MARTIN DE LA VEGA;Avenida Del Doce De Octubre, 33 ;San Martín de la Vega;-;28330;918946668;-;Público;
Madrid-Este;28056266;ZNAS.CN.;ESTE-3, ARGANDA;Calle Gran Vía, S/n ;Arganda del Rey;-;28500;918702178;-;Público;
Madrid-Este;28056291;ZNAS.CN.;ESTE-4, VILLAR DEL OLMO;Calle Carlos Ruiz, 13 ;Villar del Olmo;-;28512;918732179;-;Público;
Madrid-Este;28056278;ZNAS.CN.;ESTE-5, ALCALA DE HENARES;Avenida Reyes Magos, 13 ;Alcalá de Henares;-;28806;918793567;-;Público;
Madrid-Este;28076575;ZNAS.CN.;ESTE-6,  SANTOS DE LA HUMOSA;Avenida De Madrid, 30 ;Santos de la Humosa, Los;-;28817;-;-;Público;
Madrid-Este;28056308;ZNAS.CN.;ESTE-7, SAN FERNANDO DE HENARES;Calle De La Solana, S/n ;San Fernando de Henares;-;28830;916734343;-;Público;
Madrid-Este;28056311;ZNAS.CN.;ESTE-8, ORUSCO;Calle José Cañaveras, 26 ;Orusco de Tajuña;-;28570;918724800;918724046;Público;
Madrid-Este;28057829;ZNAS.CN.;ESTE-9, TORRES DE LA ALAMEDA;Plaza De Los Morales, 6 ;Torres de la Alameda;-;28813;918858489;-;Público;
Madrid-Norte;28056151;ZNAS.CN.;NORTE-1, COLMENAR VIEJO;Calle De Gustavo Adolfo Bécquer, 18 ;Colmenar Viejo;-;28770;918457671;918457014;Público;
Madrid-Norte;28062679;ZNAS.CN.;NORTE-10, VALDEOLMOS-ALALPARDO;Calle De Alcalá, 25 ;Valdeolmos-Alalpardo;-;28130;916202821;-;Público;
Madrid-Norte;28056175;ZNAS.CN.;NORTE-3, BUITRAGO DE LOZOYA;Calle De San Salvador, 6 ;Buitrago del Lozoya;-;28730;918694094;-;Público;
Madrid-Norte;28056187;ZNAS.CN.;NORTE-4, VENTURADA;Calle De Los Álamos, S/n ;Venturada;-;28729;918439531;-;Público;
Madrid-Norte;28056205;ZNAS.CN.;NORTE-6, TORREMOCHA DE JARAMA;Calle Del Río Jarama, 20 ;Torremocha de Jarama;-;28189;918430904;-;Público;
Madrid-Norte;28056217;ZNAS.CN.;NORTE-7, LOZOYUELA;Camino Viejo De Torrelaguna, 2 ;Lozoyuela-Navas-Sieteiglesias;-;28752;918694094;-;Público;
Madrid-Norte;28057374;ZNAS.CN.;NORTE-8, TALAMANCA DE JARAMA;Calle Almazara, 22 ;Talamanca de Jarama;-;28160;918433911;-;Público;
Madrid-Oeste;28056229;ZNAS.CN.;OESTE-1, VALDEMORILLO;Calle Eras De San Juan, 12 ;Valdemorillo;-;28210;918990257;-;Público;
Madrid-Oeste;28056230;ZNAS.CN.;OESTE-2, MORALZARZAL;Camino De Alpedrete, 2 ;Moralzarzal;-;28411;918578421;-;Público;
Madrid-Oeste;28057404;ZNAS.CN.;OESTE-3, GUADARRAMA;Calle De Los Dos Escoriales, 3 ;Guadarrama;-;28440;918548694;-;Público;
Madrid-Oeste;28058871;ZNAS.CN.;OESTE-4, ROBLEDO DE CHAVELA;Carretera M-512 (navas Del Rey), 9 ;Robledo de Chavela;-;28294;918998248;-;Público;
Madrid-Sur;28056321;ZNAS.CN.;SUR-1, MORALEJA DE ENMEDIO;Calle Valdemoro, 3 ;Moraleja de Enmedio;-;28950;916094603;-;Público;
Madrid-Sur;28058861;ZNAS.CN.;SUR-10, SEVILLA LA NUEVA;Paseo Del Olivar, 3 ;Sevilla la Nueva;-;28609;918130649;-;Público;
Madrid-Sur;28060798;ZNAS.CN.;SUR-11, GETAFE;Avenida De España, 66 ;Getafe;-;28903;916825253;916834819;Público;
Madrid-Sur;28060804;ZNAS.CN.;SUR-12, ALCORCON;Calle De La Olímpica Conchita Puig, 2 ;Alcorcón;-;28923;699505630;-;Público;
Madrid-Sur;28068761;ZNAS.CN.;SUR-13 NAVALCARNERO;Calle De La Constitución, 22 ;Navalcarnero;-;28600;918113137;-;Público;
Madrid-Sur;28056333;ZNAS.CN.;SUR-2, GRIÑON;Calle De La Ermita, 3 ;Griñón;-;28971;918140728;-;Público;
Madrid-Sur;28056345;ZNAS.CN.;SUR-3, NAVAS DEL REY;Calle Vía Olímpica, 3 ;Navas del Rey;-;28695;918652521;918652348;Público;
Madrid-Sur;28056357;ZNAS.CN.;SUR-4, SAN MARTIN DE VALDEIGLESIAS;Avenida Del Ferrocarril, S/n ;San Martín de Valdeiglesias;-;28680;918612515;-;Público;
Madrid-Sur;28056370;ZNAS.CN.;SUR-6, LEGANES;Calle Alcarria, S/n ;Leganés;-;28915;916804861;-;Público;
Madrid-Sur;28057386;ZNAS.CN.;SUR-7, PARLA;Calle Ataúlfo Argenta, 3 ;Parla;-;28981;916991641;-;Público;
Madrid-Sur;28057398;ZNAS.CN.;SUR-8, MOSTOLES;Calle Del Tamarindo, S/n ;Móstoles;-;28935;916476682;-;Público;
Madrid-Sur;28058858;ZNAS.CN.;SUR-9, TITULCIA;Calle Grande, 36 ;Titulcia;-;28359;918010204;-;Público;
Madrid-Sur;28047034;EEI-CN;A CHUPÉ;Calle Navayuncosa, 22 ;Aldea del Fresno;-;28620;918636081;918637603;Público;
Madrid-Sur;28059449;EEI-CN;ACUARELA;Avenida De Los Ángeles, 26 ;Getafe;-;28903;916019432;916019432;Público;
Madrid-Sur;28076101;EEI-CN;ADIVINANZAS (PROGRAMA DE CASA DE NIÑOS);Calle De Las Palmeras, 1 ;Alcorcón;-;28922;911886061;-;Público;
Madrid-Norte;28050677;EEI-CN;ALALPARDO;Calle De Alcalá (alalpardo), 25 ;Valdeolmos-Alalpardo;-;28130;916202616;916202616;Público;
Madrid-Sur;28058226;EEI-CN;ANTUSANA;Calle Del Río Segre, 10 ;Móstoles;-;28935;916472814;916472814;Público;
Madrid-Este;28047290;EEI-CN;ARCO IRIS;Calle De La Ermita, 1 ;Valdaracete;-;28594;918739677;918739677;Público;
Madrid-Sur;28057520;EEI-CN;ARCO IRIS;Calle De La Olímpica Conchita Puig, 2 ;Alcorcón;-;28923;916428854;916195357;Público;
Madrid-Este;28047046;EEI-CN;ARGANDA DEL REY;Calle Gran Vía, S/n ;Arganda del Rey;-;28500;918702178;918702178;Público;
Madrid-Sur;28047083;EEI-CN;ATRAPASUEÑOS;Calle Villas De Don Juan, 17 ;Cadalso de los Vidrios;-;28640;918640575;-;Público;
Madrid-Sur;28047150;EEI-CN;AVENTURAS;Calle Italia, 12 ;Leganés;-;28916;916804379;916804379;Público;
Madrid-Sur;28049845;EEI-CN;BAOBAB;Calle San José, S/n ;Valdemoro;-;28341;918956575;918956575;Público;
Madrid-Oeste;28057738;EEI-CN;BECERRIL DE LA SIERRA Nº 1;Calle De Cáceres, 3 ;Becerril de la Sierra;-;28490;918538749;918538749;Público;
Madrid-Norte;28047058;EEI-CN;BUITRAGO DE LOZOYA;Calle De San Salvador, 6 ;Buitrago del Lozoya;-;28730;918680133;918680630;Público;
Madrid-Sur;28048695;EEI-CN;BURBUJAS;Calle San Bernardo, 13 ;Leganés;-;28917;916113960;916113960;Público;
Madrid-Norte;28047061;EEI-CN;BUSTARVIEJO;Carretera De Valdemanco, 9 Bis ;Bustarviejo;-;28720;918482240;918439531;Público;
Madrid-Sur;28043958;EEI-CN;CAMPANILLA;Calle De La Constitución, 22 ;Navalcarnero;-;28600;918113137;918113129;Público;
Madrid-Este;28047782;EEI-CN;CAMPO REAL Nº 1;Calle Peaje, 2 ;Campo Real;-;28510;918733548;918733548;Público;
Madrid-Norte;28049161;EEI-CN;CANENCIA;Calle De José Luis Muñiz Toca, 9 ;Canencia;-;28743;918687368;918693448;Público;
Madrid-Sur;28075285;EEI-CN;CARACOL COL COL (PROGRAMA DE CASA DE NIÑOS);Calle Tablas De Daimiel, S/n ;Ciempozuelos;-;28350;918086676;918930668;Público;
Madrid-Sur;28047095;EEI-CN;CASARRUBUELOS Nº 1;Camino De Los Andaluces, 2 ;Casarrubuelos;-;28978;918167045;918167045;Público;
Madrid-Sur;28059450;EEI-CN;CASARRUBUELOS Nº 2;Camino De Torrejón De Velasco, 5 ;Casarrubuelos;-;28977;918167450;918167450;Público;
Madrid-Este;28047927;EEI-CN;CASCABEL;Carretera De La Estación, 3 ;Meco;-;28880;918861262;-;Público;
Madrid-Sur;28047794;EEI-CN;CENICIENTOS;Calle De La Ronda Del Sur, 108 ;Cenicientos;-;28650;918642125;918642125;Público;
Madrid-Norte;28066272;EEI-CN;CERVATILLO DORMILON;Calle De La Iglesia, 2 ;Cervera de Buitrago;-;28193;609454233;-;Público;
Madrid-Este;28072831;EEI-CN;CHINCHON Nº 1;Calle Del Teniente Ortiz De Zarate, 19 ;Chinchón;-;28370;918941000;-;Público;
Madrid-Sur;28047988;EEI-CN;CINTA Y ELISA;Calle Vía Olímpica, 3 ;Navas del Rey;-;28695;918650959;918650959;Público;
Madrid-Oeste;28047800;EEI-CN;COLLADO MEDIANO;Avenida De Madrid, 23 ;Collado Mediano;-;28450;918554142;918554142;Público;
Madrid-Norte;28047873;EEI-CN;COLMENAR VIEJO;Calle De Gustavo Adolfo Bécquer, 18 ;Colmenar Viejo;-;28770;918457671;918451074;Público;
Madrid-Este;28047770;EEI-CN;COLORIN COLORADO;Camino Del Molino, S/n ;Camarma de Esteruelas;-;28816;918866280;918866280;Público;
Madrid-Oeste;28057741;EEI-CN;COLORIN COLORETE;Avenida De La Cruz Verde, 3 ;Zarzalejo;-;28293;918992465;918992465;Público;
Madrid-Sur;28049158;EEI-CN;COLORINES;Avenida De España, 66 ;Getafe;-;28903;916825253;916825253;Público;
Madrid-Este;28047824;EEI-CN;DAGANZO;Calle Hermanos Álvarez Quintero, 22 ;Daganzo de Arriba;-;28814;918875143;918875143;Público;
Madrid-Este;28075871;EEI-CN;DON MELITON (PROGRAMA DE CASA DE NIÑOS);Calle Arturo Soria, 5 ;Alcalá de Henares;-;28806;918786757;-;Público;
Madrid-Sur;28056825;EEI-CN;DUENDES;Calle Del Tamarindo, S/n ;Móstoles;-;28935;916476682;916476682;Público;
Madrid-Norte;28075078;EEI-CN;EL ALMENDRO (PROGRAMA DE CASA DE NIÑOS);Calle De Juan Gris, 3 ;Colmenar Viejo;-;28770;918473480;918451792;Público;
Madrid-Este;28057830;EEI-CN;EL ARBOL;Calle De Samuel Baltes, 45 ;Villarejo de Salvanés;-;28590;918744975;918744975;Público;
Madrid-Norte;28050631;EEI-CN;EL BERRUECO;Calle Real, 26 ;Berrueco, El;-;28192;918686048;918694094;Público;
Madrid-Sur;28057519;EEI-CN;EL BOSQUE;Calle Pintor Rosales, 1-b ;Parla;-;28982;916995160;916995160;Público;
Madrid-Este;28048117;EEI-CN;EL BOSQUE ENCANTADO;Plaza De Los Morales, 6 ;Torres de la Alameda;-;28813;918858489;-;Público;
Madrid-Oeste;28077142;EEI-CN;EL CALIMERO (PROGRAMA CASA DE NIÑOS);Calle Amapolas, S/n ;Collado Villalba;-;28400;674334740;-;Público;
Madrid-Norte;28058895;EEI-CN;EL CANCIONERO;Calle De Las Eras, 2 ;Valdemanco;-;28729;918481157;918481157;Público;
Madrid-Este;28047319;EEI-CN;EL CASTILLO;Calle De San José, 2 ;Villarejo de Salvanés;-;28590;918745068;918745937;Público;
Madrid-Este;28050665;EEI-CN;EL DRAGON;Calle Del Alcalde Francisco Santero, 4 ;Rivas-Vaciamadrid;-;28521;916704207;916704207;Público;
Madrid-Sur;28058937;EEI-CN;EL DUENDE;Avenida De Juan Carlos I, 26 ;Getafe;-;28905;916810074;916810074;Público;
Madrid-Norte;28076472;EEI-CN;EL FARO (PROGRAMA CASA DE NIÑOS);Avenida De Talavera De La Reina, S/n ;San Sebastián de los Reyes;-;28701;-;-;Público;
Madrid-Oeste;28058214;EEI-CN;EL HADA TRAGA MANZANAS;Calle Almendros, S/n ;Collado Villalba;-;28400;918493174;918493174;Público;
Madrid-Sur;28076401;EEI-CN;EL NARANJO (PROGRAMA CASA DE NIÑOS);Paseo Riazor, S/n ;Fuenlabrada;-;28942;916085189;-;Público;
Madrid-Este;28048737;EEI-CN;EL OLMO;Calle Carlos Ruiz, 13 ;Villar del Olmo;-;28512;918732179;-;Público;
Madrid-Oeste;28047253;EEI-CN;EL PARQUE;Carretera M-512 (navas Del Rey), 9 ;Robledo de Chavela;-;28294;918998248;918998590;Público;
Madrid-Sur;28060671;EEI-CN;EL PRINCIPITO;Avenida José Fernández Segovia, 1 ;Torrejón de Velasco;-;28990;663802339;-;Público;
Madrid-Sur;28077014;EEI-CN;EL RODARI (PROGRAMA CASA DE NIÑOS);Avenida De Villaviciosa, S/n ;Alcorcón;-;28922;-;-;Público;
Madrid-Sur;28075753;EEI-CN;EL ROMANCERO (PROGRAMA DE CASA DE NIÑOS);Calle Dinamarca, 11 ;Leganés;-;28916;916884688;916884688;Público;
Madrid-Sur;28076022;EEI-CN;EL SACAPUNTAS (PROGRAMA DE CASA DE NIÑOS);Calle De Las Ciencias, 27 ;Fuenlabrada;-;28943;914986125;914986125;Público;
Madrid-Este;28071036;EEI-CN;EL SAUCE LLORON;Calle Mayor, 47 ;Corpa;-;28811;918846643;918846643;Público;
Madrid-Sur;28074177;EEI-CN;EL TREBOL (PROGRAMA DE CASA DE NIÑOS);Calle Del Trébol, 2 ;Serranillos del Valle;-;28979;918175871;-;Público;
Madrid-Norte;28058913;EEI-CN;EL VELLON Nº 1;Calle Talamaca, 5 ;Vellón, El;-;28722;918413172;918434031;Público;
Madrid-Este;28047769;EEI-CN;ELMER;Avenida De Tielmes, 23 ;Carabaña;-;28560;918723769;-;Público;
Madrid-Sur;28072375;EEI-CN;ERASE UNA VEZ;Calle Madrid, 55 ;Moraleja de Enmedio;-;28950;630641782;-;Público;
Madrid-Este;28048701;EEI-CN;FEDERICO GARCIA LORCA;Calle Molino, 3 ;Loeches;-;28890;918851290;918851290;Público;
Madrid-Oeste;28050689;EEI-CN;FRESNEDILLAS DE LA OLIVA;Calle Del Caño, 14 ;Fresnedillas de la Oliva;-;28214;918989200;918998590;Público;
Madrid-Este;28047848;EEI-CN;FRESNO DE TOROTE;Camino Valdeavero, 2 ;Fresno de Torote;-;28815;918791692;918791692;Público;
Madrid-Este;28067276;EEI-CN;GALOPINES;Calle De Sergio Caballero, 14 ;Pezuela de las Torres;-;28812;918869483;-;Público;
Madrid-Norte;28047757;EEI-CN;GARABATOS;Calle De Emilia Pardo Bazán, 13 ;Algete;-;28110;916280477;916280477;Público;
Madrid-Este;28056801;EEI-CN;GARABATOS;Avenida Reyes Magos, 13 ;Alcalá de Henares;-;28806;918802243;-;Público;
Madrid-Sur;28047851;EEI-CN;GRIÑON;Calle De La Ermita, 3 ;Griñón;-;28971;918140728;-;Público;
Madrid-Norte;28047149;EEI-CN;GUADALIX DE LA SIERRA;Calle Eras De Abajo, 1 ;Guadalix de la Sierra;-;28794;918471457;918470135;Público;
Madrid-Oeste;28048683;EEI-CN;GUADARRAMA;Calle De Los Dos Escoriales, 3 ;Guadarrama;-;28440;918548694;918542905;Público;
Madrid-Este;28049109;EEI-CN;HUERTA CHICA;Calle De La Solana, S/n ;San Fernando de Henares;-;28830;916734343;916698187;Público;
Madrid-Sur;28071671;EEI-CN;ILUSIONES;Calle De Antonio Machado, 48 ;Rozas de Puerto Real;-;28649;918648639;-;Público;
Madrid-Este;28067288;EEI-CN;JARAMITA;Calle Rafael Sánchez Ferlosio, S/n ;San Fernando de Henares;-;28830;916714765;916698187;Público;
Madrid-Sur;28077385;EEI-CN;JUAN FARIAS (PROGRAMA CASA DE NIÑOS);Calle Toledo, 18 ;Villaviciosa de Odón;-;28670;916161281;-;Público;
Madrid-Sur;28077300;EEI-CN;LA ALAMEDA (PROGRAMA CASA DE NIÑOS);Calle De Concepción Arenal, 15 ;Fuenlabrada;-;28942;914869995;-;Público;
Madrid-Este;28047125;EEI-CN;LA BALLENITA;Avenida De Elena Soriano, 7 ;Fuentidueña de Tajo;-;28597;918728074;918728074;Público;
Madrid-Norte;28074566;EEI-CN;LA CABRERA (PROGRAMA DE CASA DE NIÑOS);Calle De Paraguay, 17 ;Cabrera, La;-;28751;918688512;918688512;Público;
Madrid-Norte;28047836;EEI-CN;LA CIGÜEÑA;Calle Teruel, 12bis ;Fuente el Saz de Jarama;-;28140;916200892;916200912;Público;
Madrid-Este;28057842;EEI-CN;LA COLMENA;Calle De Goya, 44 ;Colmenar de Oreja;-;28380;666459560;-;Público;
Madrid-Este;28067690;EEI-CN;LA ENCINA;Calle Del Pintor Álvaro Delgado, 4 ;Olmeda de las Fuentes;-;28515;918736516;-;Público;
Madrid-Sur;28058901;EEI-CN;LA ESTACION;Paseo De La Estación, 12 ;Villamanta;-;28610;696992525;918136043;Público;
Madrid-Este;28073112;EEI-CN;LA ISLA DE LAS ARREÑAS;Carretera De Pastrana, 7 ;Anchuelo;-;28818;912652866;-;Público;
Madrid-Sur;28057544;EEI-CN;LA JARA;Calle Del Olivar, 4 ;Villamantilla;-;28609;918137145;918137145;Público;
Madrid-Sur;28072399;EEI-CN;LA LIEBRE Y LA TORTUGA;Calle Emma González Tablada, 2 ;Villa del Prado;-;28630;918620209;918620209;Público;
Madrid-Sur;28048063;EEI-CN;LA LUNA;Avenida Del Ferrocarril, S/n ;San Martín de Valdeiglesias;-;28680;918610808;918676509;Público;
Madrid-Sur;28074773;EEI-CN;LA MIMOSA (PROGRAMA DE CASA DE NIÑOS);Calle De La Tía Javiera, 4 ;Fuenlabrada;-;28942;918317148;-;Público;
Madrid-Sur;28064329;EEI-CN;LA MORERA;Calle De Estanislao Zazo, 35 ;Humanes de Madrid;-;28970;916049260;916049260;Público;
Madrid-Sur;28047812;EEI-CN;LA OLMA;Calle Guillermo Bonet, S/n ;Colmenar del Arroyo;-;28213;918651372;918651372;Público;
Madrid-Sur;28048075;EEI-CN;LA PAJARA PINTA;Paseo Del Olivar, 3 ;Sevilla la Nueva;-;28609;918128044;918128044;Público;
Madrid-Sur;28075856;EEI-CN;LA PIÑATA (PROGRAMA DE CASA DE NIÑOS);Calle Costa Rica, 26 ;Fuenlabrada;-;28945;916979647;916979647;Público;
Madrid-Este;28077439;EEI-CN;LAS BRISAS (PROGRAMA CASA DE NIÑOS);Avenida Conde De Belmonte, S/n ;Belmonte de Tajo;-;28390;918727501;-;Público;
Madrid-Oeste;28076046;EEI-CN;LAS CASITAS (PROGRAMA DE CASA DE NIÑOS);Calle Madrid, 38 ;Colmenarejo;-;28270;-;-;Público;
Madrid-Este;28068891;EEI-CN;LOS ALMENDROS (PROGRAMA DE CASA DE NIÑOS);Calle Portugal, S/n ;Villalbilla;-;28810;918793567;-;Público;
Madrid-Sur;28048026;EEI-CN;LOS CASCABELES;Carretera De San Ramón, 2 ;Pelayos de la Presa;-;28696;918645532;-;Público;
Madrid-Este;28062667;EEI-CN;LOS DUENDES;Calle De La Iglesia, 11 ;Ribatejada;-;28815;918791966;-;Público;
Madrid-Este;28047113;EEI-CN;LOS ENANITOS;Callejon Del Prado, S/n ;Estremera;-;28595;918721058;-;Público;
Madrid-Norte;28075066;EEI-CN;LOS ENEBROS (PROGRAMA DE CASA DE NIÑOS);Calle De Mariano Prados, 8 ;Colmenar Viejo;-;28770;918454861;918486386;Público;
Madrid-Este;28050653;EEI-CN;LOS HUERTOS;Calle José Cañaveras, 26 ;Orusco de Tajuña;-;28570;918724800;918724046;Público;
Madrid-Este;28048041;EEI-CN;LOS PICAPIEDRA;Avenida Del Doce De Octubre, 33 ;San Martín de la Vega;-;28330;918946668;918945200;Público;
Madrid-Sur;28047162;EEI-CN;LOS PINOS;Avenida De Los Pinos, 2 ;Leganés;-;28914;916939713;916939713;Público;
Madrid-Este;28059437;EEI-CN;LOS SANTOS DE LA HUMOSA Nº 1;Avenida De Madrid, 30 ;Santos de la Humosa, Los;-;28817;918848136;-;Público;
Madrid-Sur;28077002;EEI-CN;LOS SAUCES (PROGRAMA CASA DE NIÑOS);Glorieta De Lituania, S/n ;Valdemoro;-;28341;918083102;-;Público;
Madrid-Norte;28067719;EEI-CN;LOS SUEÑOS;Travesia De La Nevera, 1 ;Pedrezuela;-;28723;918434031;918434031;Público;
Madrid-Norte;28047174;EEI-CN;LOZOYA;Calle Luna, 2 ;Lozoya;-;28742;918693448;918693448;Público;
Madrid-Norte;28047186;EEI-CN;LOZOYUELA;Camino Viejo De Torrelaguna, 2 ;Lozoyuela-Navas-Sieteiglesias;-;28752;918694094;918694094;Público;
Madrid-Sur;28061717;EEI-CN;LUNA LUNERA;Calle De Roquetas De Mar, 4 ;Arroyomolinos;-;28939;916091384;916091384;Público;
Madrid-Norte;28048671;EEI-CN;MAESTRA MARIA ANGELES CABELLO;Avenida De Los Arrieros, 4 ;Cabanillas de la Sierra;-;28721;918439486;-;Público;
Madrid-Norte;28059516;EEI-CN;MANCOMUNIDAD LA JARA Nº 1;Camino De Casasola, S/n ;Berzosa del Lozoya;-;28194;918687090;918687090;Público;
Madrid-Este;28048749;EEI-CN;MARIONETAS;Calle Mondéjar, 29 ;Villalbilla;-;28810;918859502;-;Público;
Madrid-Este;28074712;EEI-CN;MARIONETAS (PROGRAMA DE CASA DE NIÑOS);Calle Salvador Allende, 6 ;Torrejón de Ardoz;-;28850;916753606;916753606;Público;
Madrid-Norte;28075170;EEI-CN;MIRAFLORES DE LA SIERRA (PROGRAMA DE CASA DE NIÑOS);Avenida De La Constitución, 1 ;Miraflores de la Sierra;-;28792;918443795;-;Público;
Madrid-Sur;28057258;EEI-CN;MOMO (PROGRAMA DE CASA DE NIÑOS);Calle Alcorcón ;Parla;-;28989;916053347;-;Público;
Madrid-Oeste;28076587;EEI-CN;MONTE ABANTOS  (PROGRAMA CN);Calle Calvario, 43 ;San Lorenzo de El Escorial;-;28200;918901720;918901720;Público;
Madrid-Norte;28047204;EEI-CN;MONTEJO DE LA SIERRA;Calle Del Soto, 1 ;Montejo de la Sierra;-;28190;918697177;918697150;Público;
Madrid-Oeste;28047940;EEI-CN;MORALZARZAL;Camino De Alpedrete, 2 ;Moralzarzal;-;28411;918578421;918578401;Público;
Madrid-Este;28047952;EEI-CN;MORATA DE TAJUÑA  Nº 1;Plaza De Claudio Vázquez, S/n ;Morata de Tajuña;-;28530;918731990;918763621;Público;
Madrid-Este;28049833;EEI-CN;MORATA DE TAJUÑA  Nº 2;Calle Del Grupo Escolar, 1 ;Morata de Tajuña;-;28530;918731322;918731322;Público;
Madrid-Oeste;28047964;EEI-CN;NAVACERRADA;Colonia Mata Del Rosal, 4 ;Navacerrada;-;28491;918560677;918560677;Público;
Madrid-Norte;28048713;EEI-CN;NAVALAFUENTE;Calle Santa Águeda, 14 ;Navalafuente;-;28729;918432661;918432589;Público;
Madrid-Oeste;28047216;EEI-CN;NAVALAGAMELLA;Calle La Cuesta, 10 ;Navalagamella;-;28212;918988472;-;Público;
Madrid-Este;28047228;EEI-CN;NUEVO BAZTAN;Avenida Glasgow, S/n ;Nuevo Baztán;-;28514;918734057;-;Público;
Madrid-Sur;28057489;EEI-CN;PABLO PICASSO;Calle Islandia, 1 ;Fuenlabrada;-;28942;916902792;916902792;Público;
Madrid-Sur;28058809;EEI-CN;PASEMISI;Calle Del Espino, 6 ;Álamo, El;-;28607;918120432;-;Público;
Madrid-Norte;28048002;EEI-CN;PATONES;Avenida De Madrid, 82 ;Patones;-;28189;918432142;918432142;Público;
Madrid-Este;28047231;EEI-CN;PERALES DE TAJUÑA;Carretera De Morata, 7 ;Perales de Tajuña;-;28540;918748587;-;Público;
Madrid-Sur;28074724;EEI-CN;PETIRROJO (PROGRAMA DE CASA DE NIÑOS);Calle Antonio Machado, S/n ;Torrejón de la Calzada;-;28991;918160289;918160289;Público;
Madrid-Sur;28057507;EEI-CN;PILOCHA;Calle Ataúlfo Argenta, 3 ;Parla;-;28981;916991641;916991641;Público;
Madrid-Sur;28075169;EEI-CN;PIMPOLLITOS (PROGRAMA DE CASA DE NIÑOS);Calle Asturias, 91 ;Pinto;-;28320;916987971;916987971;Público;
Madrid-Sur;28068220;EEI-CN;PIMPON;Calle Miguel Indurain, S/n ;Brunete;-;28690;918316015;-;Público;
Madrid-Sur;28075340;EEI-CN;PLATERO Y YO  (PROGRAMA DE CASA DE NIÑOS);Calle De Jacinto Benavente, 15 ;Humanes de Madrid;-;28970;916048420;916048420;Público;
Madrid-Este;28048038;EEI-CN;POZUELO DEL REY;Plaza De Carlos Ruiz, 2 ;Pozuelo del Rey;-;28813;918735370;918735370;Público;
Madrid-Sur;28077440;EEI-CN;PRADO ALTO (PROGRAMA CASA DE NIÑOS);Calle Murillo, S/n ;Brunete;-;28690;918159827;918159827;Público;
Madrid-Este;28075789;EEI-CN;PUERTA DE MADRID (PROGRAMA DE CASA DE NIÑOS);Calle Juan De Vergara, 6 ;Alcalá de Henares;-;28802;918814128;918814128;Público;
Madrid-Oeste;28050185;EEI-CN;QUIJORNA;Calle Navalcarnero, 7 ;Quijorna;-;28693;918168095;918168095;Público;
Madrid-Norte;28047241;EEI-CN;RASCAFRIA;Calle De La Cuesta Del Chorro, 6 ;Rascafría;-;28740;918691533;918693448;Público;
