CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Oeste;28072788;CPR PRI;ESCUELA ARTABAN;Calle Cuatro Matejas, 18 ;Galapagar;-;28250;-;-;Privado;
Madrid-Oeste;28068785;CPR PRI;SAN MIGUEL;Calle Del Valle De Bielsa, 1 ;Boadilla del Monte;-;28669;913077174;916322527;Privado;
Madrid-Oeste;28060491;CPR INF-PRI;COLEGIO NUESTRA SEÑORA DE SCHOENSTATT;Camino Alcorcón, 17 ;Pozuelo de Alarcón;-;28223;917159226;-;Privado;
Madrid-Norte;28008880;CPR INF-PRI;EL ARDAL;Avenida Del Ardal, 4 ;San Sebastián de los Reyes;-;28708;916236380;916237527;Privado;
Madrid-Norte;28037879;CPR INF-PRI;SAN PATRICIO;Paseo De Alcobendas, 9 ;Alcobendas;-;28109;916500791;916500748;Privado;
Madrid-Oeste;28072791;CPR EE;ESCUELA ARTABAN;Calle Cuatro Matejas, 18 ;Galapagar;-;28250;-;-;Privado;
Madrid-Oeste;28045694;CPR EE;SAN CARLOS;Calle Felipe De La Guerra, 1 ;Pozuelo de Alarcón;-;28224;913520791;913520791;Privado;
Madrid-Sur;28076940;CPRIEPA;ACADEF EDUCACION DE PERSONAS ADULTAS;Calle María Zambrano, S/n ;Valdemoro;-;28341;-;-;Privado;
Madrid-Oeste;28040507;CPR ES;AQUINAS INTERNATIONAL SCHOOL;Calle Transversal 4, 4 ;Pozuelo de Alarcón;-;28223;913523120;913523889;Privado;
Madrid-Sur;28075595;CPR ES;CAMPUS FP GETAFE ESCUELA DE NEGOCIOS Y TECNOLOGÍAS DE LA COMUNICACIÓN;Avenida De Las Ciudades, 10 ;Getafe;-;28903;911833122;916840179;Privado;
Madrid-Oeste;28037806;CPR ES;COL. BRITANICO DE MADRID EN SOMOSAGUAS;Calle Solano, 3 ;Pozuelo de Alarcón;-;28223;913373612;91 3373634;Privado;
Madrid-Norte;28077427;CPR ES;IÑIGO DE ARTEAGA Y MARTIN;Calle De Los Mártires, S/n ;Buitrago del Lozoya;-;28730;-;-;Privado;
Madrid-Norte;28029536;CPR ES;KING'S COLLEGE;Paseo De Los Andes, 35 ;Tres Cantos;-;28760;918034800;918036557;Privado;
Madrid-Oeste;28030794;CPR ES;K.S.;Avenida Bularas, 2 ;Pozuelo de Alarcón;-;28224;917154797;913510901;Privado;
Madrid-Norte;28041901;CPR ES;SAN PATRICIO DEL SOTO;Calle Jazmín, 148 ;Alcobendas;-;28109;916500602;916508111;Privado;
Madrid-Oeste;28071474;CP FPE;PUERTA DE HIERRO;Calle Joaquín Rodrigo, 2 ;Majadahonda;-;28222;911916537;911916653;Privado;
Madrid-Oeste;28077804;CPR FPE;ACADEF  FORMACIÓN PROFESIONAL DEPORTIVA;Avenida De La Condesa De Chinchón, 21 ;Boadilla del Monte;-;28660;-;-;Privado;
Madrid-Sur;28077749;CPR FPE;ACADEF FORMACIÓN PROFESIONAL DEPORTIVA;Calle María Zambrano, S/n ;Valdemoro;-;28341;-;-;Privado;
Madrid-Este;28076952;CPR FPE;CAMPUS FP ARGANDA ARTES CULINARIAS E INDUSTRIAS CREATIVAS;Calle Camino De Puente Viejo, 2 ;Arganda del Rey;-;28500;635030315;916840179;Privado;
Madrid-Sur;28076976;CPR FPE;CAMPUS FP EMPRENDE;Avenida De La Industria, 70 ;Humanes de Madrid;-;28970;810520405;916840179;Privado;
Madrid-Sur;28076915;CPR FPE;CAMPUS FP LEGANES;Calle Siete Picos, 6 ;Leganés;-;28912;-;-;Privado;
Madrid-Sur;28074001;CPR FPE;CAMPUS FP SOCIOSANITARIO MOSTOLES;Avenida Cámara De La Industria, 16 ;Móstoles;-;28938;916465306;916472828;Privado;
Madrid-Este;28076873;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES CAMINO REAL;Avenida Constitución, 190 ;Torrejón de Ardoz;-;28850;916751535;-;Privado;
Madrid-Oeste;28076861;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES CVE;Calle Del Valle De Santa Ana, 1 ;Boadilla del Monte;-;28660;911610292;-;Privado;
Madrid-Oeste;28076991;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES DE LA UNIVERSIDAD CAMILO JOSE CELA.CENTRO VILLAFRANCA DEL CASTILLO;Calle Castillo De Alarcón, 49 ;Villanueva de la Cañada;-;28692;-;-;Privado;
Madrid-Sur;28075182;CPR FPE;CENTRO DE ESTUDIOS SUPERIORES JUAN PABLO II;Calle De Estocolmo, 1bis ;Alcorcón;-;28922;910149867;-;Privado;
Madrid-Oeste;28058305;CPR FPE;CENTRO DE ESTUDIOS TECNOLOGICOS Y SOCIALES FRANCISCO DE VITORIA;Carretera Pozuelo Majadahonda, K1,8 ;Pozuelo de Alarcón;-;28223;917091413;917091419;Privado;
Madrid-Sur;28077683;CPR FPE;CENTRO DE FORMACIÓN DE PELUQUERIA Y ESTETICA NOVELLA;Calle Río Ebro, 4 ;Parla;-;28981;916058799;912277378;Privado;
Madrid-Oeste;28076356;CPR FPE;CENTRO DE F.P. ALFONSO X EL SABIO;Avenida Universidad, 1 ;Villanueva de la Cañada;-;28691;918109200;-;Privado;
Madrid-Este;28075728;CPR FPE;CENTRO EDUCATIVO JUMP UP TORREJON;Plaza Pablo De Olavide, 1 ;Torrejón de Ardoz;-;28850;911766620;-;Privado;
Madrid-Sur;28072661;CPR FPE;CENTRO PROFESIONAL EUROPEO DE MADRID - ESTUDIOS PROFESIONALES SUPERIORES;Calle Tajo, S/n ;Villaviciosa de Odón;-;28670;912115052;912053234;Privado;
Madrid-Norte;28075844;CPR FPE;CENTRO PROFESIONAL EUROPEO DE MADRID-ESTUDIOS PROFESIONALES SUPERIORES;Avenida De Fernando Alonso ;Alcobendas;-;28108;912115052;-;Privado;
Madrid-Oeste;28077737;CPR FPE;CEU-INSTITUTO SUPERIOR DE ESTUDIOS PROFESIONALES;Carrera Carretera Boadilla Del Monte, Km 5,300 ;Boadilla del Monte;-;-;-;-;Privado;
Madrid-Norte;28074441;CPR FPE;COLEGIO CAMINO REAL SAN SEBASTIAN DE LOS REYES;Avenida De Baleares, 10 ;San Sebastián de los Reyes;-;28703;-;-;Privado;
Madrid-Oeste;28076393;CPR FPE;F.P. UDIMA;Carretera Coruña, Km. 38,500 ;Collado Villalba;-;28400;-;-;Privado;
Madrid-Sur;28075327;CPR FPE;GRUPO AULA;Calle Moratalaz, 17 ;Casarrubuelos;-;28977;918145283;-;Privado;
Madrid-Sur;28077671;CPR FPE;GRUPO AULA FORMACIÓN Y EMERGENCIAS;Calle De Joaquín Blume, 15 ;Móstoles;-;28935;-;-;Privado;
Madrid-Oeste;28077543;CPR FPE;INSTEDE POZUELO F.P.;Camino Alcorcón, 17 ;Pozuelo de Alarcón;-;28223;-;-;Privado;
Madrid-Este;28075251;CPR FPE;INSTITUTO DE FORMACION PROFESIONAL DE SANIDAD Y EMERGENCIAS;Calle De Luis De Requesens, 18 ;Villarejo de Salvanés;-;28590;-;-;Privado;
Madrid-Oeste;28075364;CPR FPE;INSTITUTO EUROPEO DE FORMACION TECNOLOGICA;Calle De Juan Fraile, 20 ;Galapagar;-;28260;-;-;Privado;
Madrid-Este;28076794;CPR FPE;INSTITUTO FORMATIVO DE ACTIVIDADES DEPORTIVAS (IFADEP);Avenida De Juan Pablo Ii, S/n ;Paracuellos de Jarama;-;28860;-;-;Privado;
Madrid-Norte;28075625;CPR FPE;INSTITUTO SUPERIOR F.P. CLAUDIO GALENO DE MADRID;Avenida Del Doctor Severo Ochoa, 53 ;Alcobendas;-;28100;911599957;-;Privado;
Madrid-Norte;28074384;CPR FPE;INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES;Calle Del Real, 97 ;San Sebastián de los Reyes;-;28703;914732421;914746670;Privado;
Madrid-Sur;28077713;CPR FPE;INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES-MOSTOLES;Calle Camino De Humanes, 12 ;Móstoles;-;-;917370513;910523173;Privado;
Madrid-Oeste;28075832;CPR FPE;QUALITAS EUROPA;Calle De Monterrey, 1 ;Rozas de Madrid, Las;-;28231;910609844;-;Privado;
Madrid-Este;28074839;CPR FPE;SUMA & MAS FORMACION INTEGRAL S.L.;Plaza De La Alegría, Locales B Y C (posterior), 2 ;Arganda del Rey;-;28500;911746656;911746655;Privado;
Madrid-Oeste;28074864;CPR FPE;U-TAD CENTRO PROFESIONAL DE TECNOLOGIA Y ARTE DIGITAL;Calle Playa De Liencres,complejo Europa Empresarial, 2dupl ;Rozas de Madrid, Las;-;28290;916402811;-;Privado;
Madrid-Sur;28033141;CPR INF-PRI-SEC;AGORA INTERNATIONAL SCHOOL MADRID;Calle Duero, 35 ;Villaviciosa de Odón;-;28670;916167125;916168257;Privado;
Madrid-Oeste;28048774;CPR INF-PRI-SEC;ALARCON;Calle San Jorge, 25 ;Pozuelo de Alarcón;-;28224;913527250;913510885;Privado;
Madrid-Norte;28050215;CPR INF-PRI-SEC;ALDEAFUENTE;Calle Del Camino Ancho, 87 ;Alcobendas;-;28109;916250270;916250290;Privado;
Madrid-Sur;28026456;CPR INF-PRI-SEC;AMANECER;Avenida De Pablo Iglesias, S/n ;Alcorcón;-;28922;916439092;916438242;Privado;
Madrid-Norte;28042346;CPR INF-PRI-SEC;ARETEIA;Calle De La Salvia, 24 ;Alcobendas;-;28109;916509102;916508809;Privado;
Madrid-Norte;28000777;CPR INF-PRI-SEC;BIENAVENTURADA VIRGEN MARIA;Calle De Begonia, 275 ;Alcobendas;-;28109;916501500;-;Privado;
Madrid-Norte;28048324;CPR INF-PRI-SEC;B.R.A.-INSTITUCION;Calle De La Salvia, 48 ;Alcobendas;-;28109;916504300;916506632;Privado;
Madrid-Oeste;28046601;CPR INF-PRI-SEC;CENTRO ESCOLAR BALDER;Calle Sierra Morena, 41 ;Rozas de Madrid, Las;-;28290;916303232;916303232;Privado;
Madrid-Este;28026444;CPR INF-PRI-SEC;COLEGIO CAMINO REAL;Avenida Constitución, 190 ;Torrejón de Ardoz;-;28850;916751535;916766257;Privado;
Madrid-Sur;28061389;CPR INF-PRI-SEC;COLEGIO DE NUESTRA SEÑORA;Avenida Europa, 100 ;Valdemoro;-;28341;918080375;-;Privado;
Madrid-Sur;28048944;CPR INF-PRI-SEC;COLEGIO EUROPEO ARISTOS;Avenida De Juan Carlos I, 12 ;Getafe;-;28905;916839889;916966671;Privado;
Madrid-Oeste;28071191;CPR INF-PRI-SEC;COLEGIO HIGHLANDS LOS FRESNOS;Avenida Comunidad Canaria, S/n ;Boadilla del Monte;-;28660;-;-;Privado;
Madrid-Este;28060099;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SANTO TOMAS DE AQUINO;Camino Del Molino, S/n ;Camarma de Esteruelas;-;28816;918771215;918771216;Privado;
Madrid-Norte;28024654;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-CIUDALCAMPO;Paseo De Las Perdices, 2 ;San Sebastián de los Reyes;-;28707;916596303;916596304;Privado;
Madrid-Oeste;28025579;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL SEK-EL CASTILLO;Calle Castillo De Alarcón, 49 ;Villanueva de la Cañada;-;28692;918150892;918151140;Privado;
Madrid-Oeste;28074232;CPR INF-PRI-SEC;COLEGIO ZOLA VALDEMORILLO;Carretera Robledo De Chavela, S/n ;Valdemorillo;-;28210;918991678;-;Privado;
Madrid-Oeste;28031658;CPR INF-PRI-SEC;ESCUELA LIBRE MICAEL;Carretera De La Coruña, K21,3 ;Rozas de Madrid, Las;-;28231;916375287;916360957;Privado;
Madrid-Oeste;28023984;CPR INF-PRI-SEC;EVEREST;Avenida De Monteclaro, S/n ;Pozuelo de Alarcón;-;28223;917994888;917992929;Privado;
Madrid-Oeste;28047320;CPR INF-PRI-SEC;GONDOMAR;Calle Fuente De Las Colmenas, 12 ;Galapagar;-;28260;918586364;-;Privado;
Madrid-Norte;28002351;CPR INF-PRI-SEC;INTERNACIONAL PINOSIERRA;Calle Del Gavilán, 2 ;Tres Cantos;-;28760;918040212;918040600;Privado;
Madrid-Sur;28043193;CPR INF-PRI-SEC;KHALIL GIBRAN;Calle De Turquía, 13 ;Fuenlabrada;-;28943;916084289;916084289;Privado;
Madrid-Oeste;28056904;CPR INF-PRI-SEC;LAUDE FONTENEBRO SCHOOL;Calle Colonia Redondillo, 8 ;Moralzarzal;-;28411;918578942;918427722;Privado;
Madrid-Sur;28032985;CPR INF-PRI-SEC;LEGAMAR;Carretera Leganes-fuenlabrada, Km1,5 ;Leganés;-;28914;916933812;916933914;Privado;
Madrid-Norte;28000698;CPR INF-PRI-SEC;LICEO EUROPEO;Calle Del Camino Sur, 10-12 ;Alcobendas;-;28109;916500000;916505691;Privado;
Madrid-Oeste;28023996;CPR INF-PRI-SEC;LICEO SOROLLA C;Avenida Bularas, 4 ;Pozuelo de Alarcón;-;28224;917150560;917152662;Privado;
Madrid-Sur;28023030;CPR INF-PRI-SEC;LICEO VILLA FONTANA;Avenida De Carlos V, 27 ;Móstoles;-;28936;916459211;916459833;Privado;
Madrid-Oeste;28029780;CPR INF-PRI-SEC;LOS PEÑASCALES;Avenida Del Pardo, S/n ;Rozas de Madrid, Las;-;28290;916300563;916301237;Privado;
Madrid-Norte;28039268;CPR INF-PRI-SEC;LOS SAUCES;Calle Del Camino Ancho, 83 ;Alcobendas;-;28109;916501790;916505719;Privado;
Madrid-Oeste;28043156;CPR INF-PRI-SEC;LOS SAUCES;Avenida Gabriel Enríquez De La Orden, 27 ;Torrelodones;-;28250;916305411;916305378;Privado;
Madrid-Este;28056709;CPR INF-PRI-SEC;LUYFERIVAS;Calle De Junkal, 4 ;Rivas-Vaciamadrid;-;28522;914990122;914992112;Privado;
Madrid-Sur;28025348;CPR INF-PRI-SEC;MARQUES DE VALLEJO;Paseo Finca El Juncarejo ;Valdemoro;-;28341;918950059;918084380;Privado;
Madrid-Sur;28058743;CPR INF-PRI-SEC;MIRASUR;Calle Pablo Gargallo, S/n ;Pinto;-;28320;916925089;916924028;Privado;
Madrid-Este;28003973;CPR INF-PRI-SEC;MONTFORT;Avenida De La Constitución, S/n ;Loeches;-;28890;918867065;918867225;Privado;
Madrid-Oeste;28031646;CPR INF-PRI-SEC;ORVALLE;Avenida Andraitx (urbanización Parque Rozas), 1 ;Rozas de Madrid, Las;-;28290;690056228;916319676;Privado;
Madrid-Sur;28038537;CPR INF-PRI-SEC;PAX-CASVI;Avenida Castilla, 27 ;Villaviciosa de Odón;-;28670;916162218;916164410;Privado;
Madrid-Sur;28076782;CPR INF-PRI-SEC;REINA DE LA PAZ;Eq1 Y Eq2, Del Sector Las Cahanas ;Brunete;-;-;917236705;-;Privado;
Madrid-Oeste;28023868;CPR INF-PRI-SEC;SAN LUIS DE LOS FRANCESES;Calle De Portugalete, 1 ;Pozuelo de Alarcón;-;28223;913520517;913510843;Privado;
Madrid-Oeste;28034477;CPR INF-PRI-SEC;SAN LUIS GONZAGA;Calle Mar Egeo, 32 ;Majadahonda;-;28221;916380196;916380212;Privado;
Madrid-Oeste;28001231;CPR INF-PRI-SEC;SAN PABLO-CEU;Avenida De Montepríncipe ;Boadilla del Monte;-;28668;913520523;917154939;Privado;
Madrid-Norte;28000819;CPR INF-PRI-SEC;SANTA HELENA;Calle Del Camino Ancho, 12 ;Alcobendas;-;28109;916500317;916500504;Privado;
Madrid-Sur;28058123;CPR INF-PRI-SEC;SOLYNIEVE;Avenida De Las Castañeras, 22 ;Arroyomolinos;-;28939;916899161;916095195;Privado;
Madrid-Oeste;28001861;CPR INF-PRI-SEC;TRINITY COLLEGE LICEO SERRANO;Calle Playa De Formentor, S/n ;Boadilla del Monte;-;28660;916330181;916321691;Privado;
Madrid-Oeste;28045578;CPR INF-PRI-SEC;VERACRUZ;Carretera De Escorial, S/n ;Galapagar;-;28260;918585558;918586256;Privado;
Madrid-Sur;28042371;CPR INF-PRI-SEC;VILLA DE GRIÑON;Avenida De La Paz, S/n ;Griñón;-;28971;918140504;918140726;Privado;
Madrid-Sur;28040519;CPR INF-PRI-SEC;VILLALKOR;Calle De Asturias, S/n ;Alcorcón;-;28922;916658066;916658083;Privado;
Madrid-Oeste;28001851;CPR INF-PRI-SEC;VIRGEN DE EUROPA;Calle Del Valle De Santa Ana, 1 ;Boadilla del Monte;-;28669;916330155;916331217;Privado;
Madrid-Norte;28032602;CPR PRI-SEC;ALDOVEA;Paseo De Alcobendas, 3 Y 5 ;Alcobendas;-;28109;916500661;-;Privado;
Madrid-Norte;28032614;CPR PRI-SEC;BASE;Calle Del Camino Ancho, 10 ;Alcobendas;-;28109;916500313;916508929;Privado;
Madrid-Oeste;28073525;CPR PRI-SEC;COLEGIO ALEGRA;Calle Sorolla, 4 ;Majadahonda;-;28222;-;-;Privado;
Madrid-Oeste;28049663;CPR PRI-SEC;COLEGIO EUROPEO DE MADRID;Carretera De La Coruña, Km19 ;Rozas de Madrid, Las;-;28231;916361919;916361890;Privado;
Madrid-Oeste;28024344;CPR PRI-SEC;COLEGIO-ESCOLANIA SANTO DOMINGO DE SILOS;Carretera Valle De Los Caídos, 9 ;San Lorenzo de El Escorial;-;28200;918905411;918905594;Privado;
Madrid-Oeste;28024216;CPR PRI-SEC;INSTITUCION EDUCATIVA LOGOS;Calle Sacre, 2 ;Rozas de Madrid, Las;-;28232;916303494;916303600;Privado;
Madrid-Oeste;28034635;CPR PRI-SEC;MIRABAL;Calle Del Monte Almenara, S/n ;Boadilla del Monte;-;28660;916331711;916331194;Privado;
Madrid-Sur;28044631;CPR PRI-SEC;PEQUEÑO PRINCIPE;Calle Aragón, 21-23 ;Leganés;-;28913;916947957;916944374;Privado;
Madrid-Oeste;28030681;CPR PRI-SEC;SAN MIGUEL II;Calle Río Guadiana, 2 ;Boadilla del Monte;-;28669;916330078;916322527;Privado;
Madrid-Oeste;28062382;CPR PRI-SEC;SAN MIGUEL III;Calle Udala, 13 ;San Lorenzo de El Escorial;-;28200;918962169;918961191;Privado;
Madrid-Sur;28029445;CPR PRI-SEC;SEMIN.ARZOBISPAL LA INMACUL.Y S.DAMASO;Carretera Alcorcon-plasencia, Km 67 ;Rozas de Puerto Real;-;28649;918610200;918611356;Privado;
Madrid-Oeste;28075352;CEXTRAN ESP;ALEGRA BRITISH SCHOOL (BRITANICO);Calle Sorolla, 4 ;Majadahonda;-;28222;-;-;Privado;
Madrid-Oeste;28074505;CEXTRAN ESP;AQUINAS AMERICAN SCHOOL  (EE.UU.);Calle Transversal Cuatro, 4 ;Pozuelo de Alarcón;-;28223;-;-;Privado;
Madrid-Oeste;28012275;CEXTRAN ESP;BRITISH COUNCIL SCHOOL (BRITANICO);Calle Solano, 3-5-7 ;Pozuelo de Alarcón;-;28223;913373612;913373634;Privado;
Madrid-Oeste;28069421;CEXTRAN ESP;BRITISH PRINCE SCHOOL (BRITANICO);Calle De López Santos, 1 ;Rozas de Madrid, Las;-;28231;916409077;-;Privado;
Madrid-Oeste;28029950;CEXTRAN ESP;COLEGIO AMERICANO DE MADRID (EE.UU.);Carretera Aravaca (m-508), Km 2 ;Pozuelo de Alarcón;-;28224;917401900;913572678;Privado;
Madrid-Este;28077181;CEXTRAN ESP;COLEGIO BRITANICO MONTFORT (BRITANICO);Avenida De La Constitución, S/n ;Loeches;-;28890;-;-;Privado;
Madrid-Norte;28029810;CEXTRAN ESP;COLEGIO ESCANDINAVO (SUECO);Calle Del Camino Ancho, 14 ;Alcobendas;-;28109;916500127;-;Privado;
Madrid-Norte;28000820;CEXTRAN ESP;COLEGIO SUIZO DE MADRID (SUIZO);Carretera Burgos, Km 14 ;Alcobendas;-;28100;916505818;-;Privado;
Madrid-Norte;28029883;CEXTRAN ESP;ECOLE SAINT-EXUPERY (FRANCES);Calle Del Camino Ancho, 85 ;Alcobendas;-;28109;916507019;91 6507019;Privado;
Madrid-Oeste;28076241;CEXTRAN ESP;EL DRAGON INTERNATIONAL SCHOOL (EEUU);Calle Monterrey, 6 ;Torrelodones;-;28250;918591362;-;Privado;
Madrid-Oeste;28074979;CEXTRAN ESP;ENDAZE INTERNATIONAL SCHOOL (BRITANICO);Calle De El Barbero De Sevilla, 6 ;Majadahonda;-;28222;915790147;-;Privado;
Madrid-Oeste;28077919;CEXTRAN ESP;ENGLISH FOR FUN;Calle Proa S/n Esquina A C/ Sotavento ;Pozuelo de Alarcón;-;-;-;-;Privado;
Madrid-Oeste;28076964;CEXTRAN ESP;IIP DHARMA COLLEGE MADRID ( PANAMEÑO);Calle Ciudad Real, 7 ;Pozuelo de Alarcón;-;28223;916035260;-;Privado;
Madrid-Norte;28036085;CEXTRAN ESP;INTERNATIONAL COLLEGE SPAIN (EE.UU.);Calle De La Vereda Norte, 3 ;Alcobendas;-;28109;916502398;916501035;Privado;
Madrid-Oeste;28026626;CEXTRAN ESP;KENSINGTON SCHOOL (BRITANICO);Avenida Bularas, 2 ;Pozuelo de Alarcón;-;28224;917154797;913510901;Privado;
Madrid-Norte;28042358;CEXTRAN ESP;KING'S COLLEGE (BRITANICO);Paseo De Los Andes, 35 ;Tres Cantos;-;28760;918034800;918036557;Privado;
Madrid-Norte;28067975;CEXTRAN ESP;KING'S COLLEGE (BRITANICO);Paseo De Alcobendas, 5 ;Alcobendas;-;28109;916585540;916507686;Privado;
Madrid-Norte;28074645;CEXTRAN ESP;LITTLE ACORNS NURSERY (BRITANICO);Calle De La Azalea (complejo Miniparc I Edificio E), 1 ;Alcobendas;-;28109;-;-;Privado;
Madrid-Oeste;28029895;CEXTRAN ESP;LYCEE MOLIERE (FRANCES);Calle Cristo, 27 ;Villanueva de la Cañada;-;28691;918155000;918157040;Privado;
Madrid-Oeste;28074980;CEXTRAN ESP;MI PEQUEÑA GRANJA NURSERY SCHOOL (BRITANICO);Calle Doctor Velázquez, 13 ;Pozuelo de Alarcón;-;28224;91714858;-;Privado;
Madrid-Oeste;28046066;CEXTRAN ESP;MONTESSORI SCHOOL EL ENEBRAL (BRITANICO);Paseo Belmas, 2 ;Collado Villalba;-;28400;918579303;-;Privado;
Madrid-Oeste;28047381;CEXTRAN ESP;MONTESSORI SCHOOL LOS FRESNOS (BRITAN.);Calle De Navacerrada, 13 ;Alpedrete;-;28430;918579302;-;Privado;
Madrid-Oeste;28064378;CEXTRAN ESP;MONTESSORI SCHOOL LOS FRESNOS-MATAESPESA (BRITANICO);Avenida De Mataespesa, 45 ;Alpedrete;-;28430;918579300;-;Privado;
Madrid-Oeste;28077762;CEXTRAN ESP;PANGEA ESCUELA VIVA;Calle Dos, 31 ;Escorial, El;-;28292;-;-;Privado;
Madrid-Este;28077661;CEXTRAN ESP;ROCKING KIDS ENGLISH NURSEY SCHOOL;Calle Benjamín Palencia, 2 ;Torrejón de Ardoz;-;28850;-;-;Privado;
Madrid-Norte;28049754;CEXTRAN ESP;RUNNYMEDE COLLEGE (BRITANICO);Calle De La Salvia, 30 ;Alcobendas;-;28109;916508302;-;Privado;
Madrid-Oeste;28045724;CEXTRAN ESP;SAINT LOUIS DES FRANÇAIS (FRANCES);Calle De Portugalete, 1 ;Pozuelo de Alarcón;-;28223;-;-;Privado;
Madrid-Oeste;28070147;CEXTRAN ESP;SAINT MICHAEL'S SCHOOL (BRITANICO);Calle Del Valle De Bielsa, 4 ;Boadilla del Monte;-;28669;-;-;Privado;
Madrid-Norte;28076265;CEXTRAN ESP;SCANDINAVIAN SCHOOL-INTERNACIONAL SECTION (BRITÁNICO);Calle Del Camino Ancho, 14 ;Alcobendas;-;28109;916500127;-;Privado;
Madrid-Norte;28072454;CEXTRAN ESP;ST. GEORGE'S SCHOOL OF MADRID (BRITANICO);Calle De La Salvia, 40 ;Alcobendas;-;28109;-;-;Privado;
Madrid-Oeste;28064342;CEXTRAN ESP;ST. MICHAEL'S ROYAL SCHOOL (BRITANICO);Calle Udala, 13 ;San Lorenzo de El Escorial;-;28200;918962169;918961191;Privado;
Madrid-Oeste;28057878;CEXTRAN ESP;ST. MICHAEL'S SCHOOL II (BRITANICO);Calle Río Guadiana, 2 ;Boadilla del Monte;-;28669;916330078;916322527;Privado;
Madrid-Sur;28072651;CAU ARTES PLA-DIS;CENTRO PROFESIONAL EUROPEO DE MADRID - ESTUDIOS PROFESIONALES DE ENSEÑANZAS ARTISTICAS;Calle Tajo, S/n ;Villaviciosa de Odón;-;28670;912115353;912053234;Privado;
Madrid-Oeste;28041573;CAU EL MUS;ALARCON;Calle San Jorge, 25 ;Pozuelo de Alarcón;-;28224;913527250;-;Privado;
Madrid-Sur;28062618;CAU EL MUS;BLANCAS Y NEGRAS;Avenida De La Venerable Madre María Antonia De La Mis, 5 ;Ciempozuelos;-;28350;918931629;-;Privado;
Madrid-Norte;28076824;CAU EL MUS;ESCUELA DE MUSICA DEL COLEGIO BRAINS;Calle De La Salvia, 48 ;Alcobendas;-;28109;916501876;-;Privado;
Madrid-Sur;28076605;CAU EL MUS;FABORDON;Calle Duero, 35 ;Villaviciosa de Odón;-;28670;-;-;Privado;
Madrid-Oeste;28077099;CAU EL MUS;LA LIRA DE POZUELO;Calle Isidro Gómez, 1 Bis ;Pozuelo de Alarcón;-;28223;913529678;913529678;Privado;
Madrid-Norte;28040121;CAU EL MUS;LUIS ESTRELLA;Calle De La Cruz, 12 ;Alcobendas;-;28100;916542732;-;Privado;
Madrid-Oeste;28071838;CAU EL MUS;MATISSE;Calle San Francisco, 18 ;San Lorenzo de El Escorial;-;28200;-;-;Privado;
Madrid-Oeste;28038963;CAU EL MUS;MIRABAL;Calle Del Monte Almenara, S/n ;Boadilla del Monte;-;28660;916331711;-;Privado;
Madrid-Sur;28073367;CAU PROF MUS;CENTRO MUSICAL TAF;Calle De Fresadores, 35 ;Arroyomolinos;-;28939;-;-;Privado;
Madrid-Norte;28067227;CAU PROF MUS;PIZZICATO;Plaza De Las Once Colmenas, 1 ;Tres Cantos;-;28760;-;-;Privado;
Madrid-Sur;28067781;CAU SU DANZA;INSTITUTO SUPERIOR DE DANZA ALICIA ALONSO;Camino Del Molino ;Fuenlabrada;-;28943;914888177;-;Privado;
Madrid-Norte;28077567;CAU ENS. DEP. GM/SUP;ACADEMIA NACIONAL DE ENTRENADORES DE FUTBOL;Avenida De Las Islas, S/n ;Soto del Real;-;28791;912488210;-;Privado;
Madrid-Oeste;28075091;CAU ENS. DEP. GM/SUP;AFEN ESCUELA TECNICO DEPORTIVO;Calle Barco, 2 ;Majadahonda;-;28222;607773137;-;Privado;
Madrid-Este;28075297;CAU ENS. DEP. GM/SUP;AFEN ESCUELA TECNICO DEPORTIVO;Avenida Lope De Figueroa, 27b ;Alcalá de Henares;-;28804;629456366;-;Privado;
Madrid-Oeste;28077750;CAU ENS. DEP. GM/SUP;AULA DE ENSEÑANZAS DEPORTIVAS;Calle De Monterrey, 1 ;Rozas de Madrid, Las;-;28231;679825215;-;Privado;
Madrid-Sur;28073057;CAU ENS. DEP. GM/SUP;CENETED;Calle De Benito Pérez Galdós, 13 ;Móstoles;-;28935;651634502;-;Privado;
Madrid-Oeste;28074888;CAU ENS. DEP. GM/SUP;CENTRO ACADEMICO DE ENTRENADORES DE FUTBOL;Avenida De La Condesa De Chinchón, 21 ;Boadilla del Monte;-;28660;617398153;-;Privado;
Madrid-Norte;28075406;CAU ENS. DEP. GM/SUP;CENTRO DE ENSEÑANZAS DEPORTIVAS GSD;Avenida De Madrid, 18 ;Buitrago del Lozoya;-;28730;918680200;-;Privado;
